id,name,yearpublished,rank,bayesaverage,average,usersrated,is_expansion,abstracts_rank,cgs_rank,childrensgames_rank,familygames_rank,partygames_rank,strategygames_rank,thematic_rank,wargames_rank
220308,"Gaia Project",2017,13,8.08902,8.35278,31018,0,,,,,,9,,
12333,"Twilight Struggle",2005,14,8.042,8.22941,51848,0,,,,,,16,,2
84876,"The Castles of Burgundy",2011,15,8.02994,8.15963,69007,0,,,,,,17,,
182028,"Through the Ages: A New Story of Civilization",2015,16,8.01635,8.25049,34644,0,,,,,,15,,
418059,"SETI: Search for Extraterrestrial Intelligence",2024,17,8.01175,8.41956,18279,0,,,,,,14,,
338960,"Slay the Spire: The Board Game",2024,18,8.00518,8.66093,11902,0,,,,,,13,,
193738,"Great Western Trail",2016,19,7.97687,8.15138,43597,0,,,,,,21,,
295770,Frosthaven,2022,20,7.97391,8.74893,9957,0,,,,,,11,6,
421006,"The Lord of the Rings: Duel for Middle-earth",2024,21,7.96916,8.36134,18605,0,,,,1,,20,,
246900,"Eclipse: Second Dawn for the Galaxy",2020,22,7.96004,8.39299,17142,0,,,,,,18,,
28720,"Brass: Lancashire",2007,23,7.95816,8.19641,27126,0,,,,,,19,,
173346,"7 Wonders Duel",2015,24,7.95414,8.07869,107996,0,,,,,,28,,
167355,Nemesis,2018,25,7.95103,8.25167,36939,0,,,,,,,12,
169786,Scythe,2016,26,7.94805,8.10369,92632,0,,,,,,27,,
177736,"A Feast for Odin",2016,27,7.94098,8.16191,33127,0,,,,,,23,,
266507,"Clank! Legacy: Acquisitions Incorporated",2019,28,7.93978,8.50082,11231,0,,,,,,,7,
124361,Concordia,2013,29,7.92671,8.07833,45133,0,,,,,,24,,
312484,"Lost Ruins of Arnak",2020,30,7.91443,8.08182,56109,0,,,,,,29,,
341169,"Great Western Trail: Second Edition",2021,31,7.90327,8.2665,17628,0,,,,,,22,,
205637,"Arkham Horror: The Card Game",2016,32,7.89093,8.12095,47459,0,,2,,,,,13,
373106,"Sky Team",2023,33,7.88347,8.12431,30414,0,,,,3,,,14,
237182,Root,2018,34,7.88114,8.0709,63306,0,,,,,,36,,13
120677,"Terra Mystica",2012,35,7.86137,8.03415,50787,0,,,,,,34,,
164928,Orléans,2014,36,7.85969,8.0479,35301,0,,,,,,33,,
192135,"Too Many Bones",2017,37,7.85475,8.29022,16830,0,,,,,,31,11,
266192,Wingspan,2019,38,7.84928,8.00216,111648,0,,,,5,,48,,
96848,"Mage Knight Board Game",2011,39,7.83791,8.08175,35030,0,,,,,,37,18,
251247,Barrage,2019,40,7.83643,8.13711,21433,0,,,,,,32,,
321608,"Hegemony: Lead Your Class to Victory",2023,41,7.82193,8.38478,11702,0,,,,,,26,,
199792,Everdell,2018,42,7.81042,7.98472,67514,0,,,,8,,50,,
324856,"The Crew: Mission Deep Sea",2021,43,7.80889,8.05492,25039,0,,,,4,,,,
183394,"Viticulture Essential Edition",2015,44,7.80753,7.95938,54789,0,,,,,,45,,
284378,"Kanban EV",2020,45,7.79929,8.38106,10062,0,,,,,,25,,
521,Crokinole,1876,46,7.79857,8.06642,20925,0,,,,7,,,,
366013,"Heat: Pedal to the Metal",2022,47,7.7948,8.00076,39692,0,,,,9,,,,
285774,"Marvel Champions: The Card Game",2019,48,7.78798,8.10581,27489,0,,3,,,,,,
247763,"Underwater Cities",2018,49,7.77504,8.04302,22767,0,,,,,,40,,
175914,"Food Chain Magnate",2015,50,7.77497,8.03809,22930,0,,,,,,42,,
256960,"Pax Pamir: Second Edition",2019,51,7.76786,8.12848,17366,0,,,,,,41,,
390092,"Ticket to Ride Legacy: Legends of the West",2023,52,7.76417,8.6457,6453,0,,,,2,,,,
365717,"Clank!: Catacombs",2022,53,7.76368,8.23548,13315,0,,,,6,,39,,
253344,"Cthulhu: Death May Die",2019,54,7.76022,8.1827,16612,0,,,,,,,15,
3076,"Puerto Rico",2002,55,7.75355,7.89923,74004,0,,,,,,55,,
383179,"Age of Innovation",2023,56,7.75062,8.46339,8196,0,,,,,,30,,
414317,Harmonies,2024,57,7.74404,8.02925,27654,0,1,,,10,,,,
184267,"On Mars",2020,58,7.73957,8.16091,14786,0,,,,,,43,,
295947,Cascadia,2021,59,7.73906,7.89404,54172,0,,,,11,,,,
314040,"Pandemic Legacy: Season 0",2020,60,7.73825,8.3405,9454,0,,,,,,35,10,
185343,Anachrony,2017,61,7.7352,8.0459,21337,0,,,,,,47,,
102794,"Caverna: The Cave Farmers",2013,62,7.73286,7.92319,37145,0,,,,,,54,,
31260,Agricola,2007,63,7.72672,7.85875,76477,0,,,,,,61,,
170216,"Blood Rage",2015,64,7.726,7.90047,51542,0,,,,,,63,,
251661,"Oathsworn: Into the Deepwood",2022,65,7.72537,8.77281,6714,0,,,,,,,9,
231733,Obsession,2018,66,7.72101,8.08514,17713,0,,,,,,49,22,
182874,"Grand Austria Hotel",2015,67,7.71504,7.96448,24800,0,,,,,,51,,
161533,Lisboa,2017,68,7.71028,8.17139,12782,0,,,,,,44,,
240980,"Blood on the Clocktower",2022,69,7.70324,8.35815,10974,0,,,,,1,52,,
221107,"Pandemic Legacy: Season 2",2017,70,7.68948,8.01238,18223,0,,,,,,56,20,
255984,"Sleeping Gods",2021,71,7.68896,8.09614,15684,0,,,,,,,21,
126163,"Tzolk'in: The Mayan Calendar",2012,72,7.68398,7.84711,42234,0,,,,,,66,,
2651,"Power Grid",2004,73,7.68346,7.8001,69291,0,,,,,,72,,
205059,"Mansions of Madness: Second Edition",2016,74,7.68093,7.91783,40058,0,,,,,,,29,
216132,"Clans of Caledonia",2017,75,7.67945,7.94565,22624,0,,,,,,58,,
371942,"The White Castle",2023,76,7.67942,7.98078,21884,0,,,,,,65,,
244521,Quacks,2018,77,7.66909,7.806,58510,0,,,,12,,,,
380607,"Great Western Trail: New Zealand",2023,78,7.6637,8.46818,6712,0,,,,,,38,,
266810,"Paladins of the West Kingdom",2019,79,7.66054,7.95726,20371,0,,,,,,62,,
35677,"Le Havre",2008,80,7.6586,7.83516,33758,0,,,,,,69,,
125153,"The Gallerist",2015,81,7.65566,8.0035,16391,0,,,,,,57,,
124742,"Android: Netrunner",2012,82,7.65281,7.89203,31241,0,,6,,,,,,
164153,"Star Wars: Imperial Assault",2014,83,7.65038,7.95313,25851,0,,,,,,,30,
200680,"Agricola (Revised Edition)",2016,84,7.64878,7.95609,21049,0,,,,,,71,,
367966,"Endeavor: Deep Sea",2024,85,7.63569,8.22572,9345,0,,,,,,53,,
276025,Maracaibo,2019,86,7.63548,7.94513,18551,0,,,,,,68,,
337627,Voidfall,2023,87,7.63465,8.51305,6670,0,,,,,,46,,
209010,"Mechs vs. Minions",2016,88,7.62727,7.95244,18305,0,,,,,,74,26,
366161,"Wingspan Asia",2022,89,7.62566,8.22206,9837,0,,,,,,67,,
322289,"Darwin's Journey",2023,90,7.62433,8.09348,11948,0,,,,,,60,,
332772,Revive,2022,91,7.62066,8.06312,12530,0,,,,,,64,,
284083,"The Crew: The Quest for Planet Nine",2019,92,7.61959,7.75897,48194,0,,,,14,,,,
55690,"Kingdom Death: Monster",2015,93,7.61862,8.47719,10374,0,,,,,,,19,
28143,"Race for the Galaxy",2007,94,7.61782,7.7376,58682,0,,,,,,79,,
157354,"Five Tribes: The Djinns of Naqala",2014,95,7.60817,7.76454,44993,0,,,,,,85,,
230802,Azul,2017,96,7.60792,7.71763,107191,0,2,,,17,,,,
277659,"Final Girl",2021,97,7.60686,8.23423,10897,0,,,,,,,24,
201808,"Clank!: A Deck-Building Adventure",2016,98,7.59812,7.76363,47109,0,,,,18,,95,,
159675,"Fields of Arle",2014,99,7.59314,8.02383,12330,0,,,,,,70,,
93,"El Grande",1995,100,7.59288,7.77159,32845,0,,,,,,78,,
72125,"Eclipse: New Dawn for the Galaxy",2011,101,7.58942,7.81777,29013,0,,,,,,87,,
256916,"Concordia Venus",2018,102,7.58521,8.25822,7510,0,,,,,,59,,
359871,Arcs,2024,103,7.58385,8.01585,16233,0,,,,,,82,,
291453,SCOUT,2019,104,7.58363,7.79504,27381,0,,,,15,,,,
110327,"Lords of Waterdeep",2012,105,7.58229,7.7297,58898,0,,,,,,101,,
191189,"Aeon's End",2016,106,7.58045,7.86445,23827,0,,,,,,91,,
413246,"Bomb Busters",2024,107,7.57761,8.04065,11675,0,,,,13,,,,
229853,"Teotihuacan: City of Gods",2018,108,7.56692,7.83737,21959,0,,,,,,83,,
317985,"Beyond the Sun",2020,109,7.5586,7.86501,17367,0,,,,,,76,,
359609,"Arkham Horror: The Card Game (Revised Core Set)",2021,110,7.55836,8.58584,5461,0,,1,,,,,17,
364073,"Splendor Duel",2022,111,7.55461,7.88043,18778,0,,,,16,,98,,
62219,"Dominant Species",2010,112,7.55393,7.80194,22333,0,,,,,,89,,
279537,"The Search for Planet X",2020,113,7.55282,7.90158,15469,0,,,,,,88,,
25613,"Through the Ages: A Story of Civilization",2006,114,7.55179,7.82008,19821,0,,,,,,84,,
68448,"7 Wonders",2010,115,7.55065,7.66369,112162,0,,,,20,,118,,
225694,Decrypto,2018,116,7.54944,7.76838,27150,0,,,,,2,,,
121921,"Robinson Crusoe: Adventures on the Cursed Island",2012,117,7.54777,7.7244,46537,0,,,,,,,37,
12,Ra,1999,118,7.54669,7.70924,31661,0,,,,,,97,,
171623,"The Voyages of Marco Polo",2015,119,7.54551,7.76599,26200,0,,,,,,96,,
163068,"Trickerion: Legends of Illusion",2015,120,7.53751,7.97116,12505,0,,,,,,77,,
436217,"The Lord of the Rings: Fate of the Fellowship",2025,121,7.53541,8.31452,7533,0,,,,,,,25,
217372,"The Quest for El Dorado",2017,122,7.53426,7.71617,32237,0,,,,19,,,,
155821,Inis,2016,123,7.53043,7.81518,22884,0,,,,,,102,,
410201,Wyrmspan,2024,124,7.52791,7.96498,15052,0,,,,,,105,,
37111,"Battlestar Galactica: The Board Game",2008,125,7.52764,7.73102,37579,0,,,,,,,38,
310873,Carnegie,2022,126,7.5225,7.96408,11732,0,,,,,,80,,
271055,"Dwellings of Eldervale",2020,127,7.52122,8.11153,9350,0,,,,,,75,,
310100,"Nemesis: Lockdown",2022,128,7.51683,8.2524,8189,0,,,,,,,27,
236457,"Architects of the West Kingdom",2018,129,7.51292,7.70792,32401,0,,,,,,112,,
391137,"Galactic Cruise",2025,130,7.51051,8.33657,6474,0,,,,,,73,,
42,"Tigris & Euphrates",1997,131,7.50773,7.70487,29881,0,,,,,,109,,
122515,Keyflower,2012,132,7.50249,7.71112,24506,0,,,,,,103,,
40834,"Dominion: Intrigue",2009,133,7.50207,7.68648,34635,0,,,,,,119,,
170042,"Raiders of the North Sea",2015,134,7.50132,7.72102,26348,0,,,,,,113,,
264220,"Tainted Grail: The Fall of Avalon",2019,135,7.50103,8.03148,13967,0,,,,,,,32,
227935,"Wonderland's War",2022,136,7.49847,8.04016,10346,0,,,,,,94,,
18602,Caylus,2005,137,7.49243,7.70482,29863,0,,,,,,115,,
146021,"Eldritch Horror",2013,138,7.49194,7.74316,38922,0,,,,,,,41,
73439,Troyes,2010,139,7.49035,7.70476,24961,0,,,,,,110,,
4098,"Age of Steam",2002,140,7.49023,7.86958,12614,0,,,,,,93,,
203993,"Lorenzo il Magnifico",2016,141,7.48967,7.82747,15305,0,,,,,,99,,
269385,"The Lord of the Rings: Journeys in Middle-Earth",2019,142,7.48344,7.8931,18351,0,,,,,,,36,
396790,Nucleum,2023,143,7.48065,8.11589,8078,0,,,,,,81,,
172386,Mombasa,2015,144,7.47747,7.83755,13839,0,,,,,,100,,
36218,Dominion,2008,145,7.47465,7.59762,96316,0,,,,,,140,,
163412,Patchwork,2014,146,7.47323,7.58025,73583,0,4,,,25,,,,
43015,"Hansa Teutonica",2009,147,7.46963,7.74994,17158,0,,,,,,107,,
102680,Trajan,2011,148,7.46615,7.74334,18806,0,,,,,,114,,
218417,"Aeon's End: War Eternal",2017,149,7.46285,8.22817,6639,0,,,,,,90,,
144733,"Russian Railroads",2013,150,7.46181,7.7247,18843,0,,,,,,116,,
12493,"Twilight Imperium: Third Edition",2005,151,7.46169,7.78083,19543,0,,,,,,129,40,
391163,"Forest Shuffle",2023,152,7.45141,7.73522,20424,0,,,,22,,131,,
205896,"Rising Sun",2018,153,7.45019,7.75435,23195,0,,,,,,133,,
175640,"Vinhos: Deluxe Edition",2016,154,7.45004,8.05721,7906,0,,,,,,92,,
196340,Yokohama,2016,155,7.44192,7.7931,13668,0,,,,,,117,,
254640,"Just One",2018,156,7.4384,7.59376,34564,0,,,,,3,,,
175155,"Forbidden Stars",2015,157,7.43686,7.98229,9962,0,,,,,,111,,
325494,"ISS Vanguard",2022,158,7.43454,8.36177,6885,0,,,,,,,28,
198928,Iberia,2016,159,7.43133,7.87098,11791,0,,,,,,123,,
233371,"Clank! In! Space!: A Deck-Building Adventure",2017,160,7.42984,7.76096,16018,0,,,,24,,126,,
178900,Codenames,2015,161,7.42983,7.52603,103193,0,,,,,6,,,
180263,"The 7th Continent",2017,162,7.4228,7.73309,23136,0,,,,,,,48,
189932,"Tyrants of the Underdark",2016,163,7.41851,7.91455,10699,0,,,,,,120,,
172287,"Champions of Midgard",2015,164,7.41557,7.70395,18697,0,,,,,,136,,
220877,"Rajas of the Ganges",2017,165,7.41451,7.72155,15956,0,,,,,,127,,
429293,"The Lord of the Rings: The Fellowship of the Ring – Trick-Taking Game",2025,166,7.41277,7.97407,8654,0,,,,21,,,,
463,"Magic: The Gathering",1993,167,7.41215,7.59635,42825,0,,18,,,,,,
258779,"Planet Unknown",2022,168,7.40896,7.76335,13821,0,,,,23,,128,,
304783,"Hadrian's Wall",2021,169,7.40892,7.87697,10479,0,,,,,,122,,
30549,Pandemic,2008,170,7.40558,7.5148,134457,0,,,,36,,177,,
132531,"Roll for the Galaxy",2014,171,7.4047,7.56495,33510,0,,,,,,143,,
118048,Targi,2012,172,7.40396,7.5889,26542,0,,,,,,141,,
235802,"Too Many Bones: Undertow",2018,173,7.40144,8.65235,3964,0,,,,,,86,16,
147020,"Star Realms",2014,174,7.40093,7.5523,47807,0,,,,,,162,,
266524,PARKS,2019,175,7.40012,7.61957,30409,0,,,,28,,,,
161970,Alchemists,2014,176,7.39648,7.63765,24335,0,,,,,,144,,
14996,"Ticket to Ride: Europe",2005,177,7.39581,7.52395,84880,0,,,,34,,,,
209418,"Dominion: Second Edition",2016,178,7.39526,7.82244,12680,0,,,,,,142,,
263918,Cartographers,2019,179,7.39164,7.55716,35784,0,,,,29,,,,
262712,"Res Arcana",2019,180,7.39138,7.6147,25546,0,,,,,,145,,
268864,"Undaunted: Normandy",2019,181,7.39114,7.76795,14077,0,,,,,,,,30
249259,"War Chest",2018,182,7.39107,7.82653,12338,0,5,,,,,,,
271324,"It's a Wonderful World",2019,183,7.38744,7.62951,22955,0,,,,,,146,,
77423,"The Lord of the Rings: The Card Game",2011,184,7.3855,7.66246,25053,0,,9,,,,,,
274364,Watergate,2019,185,7.38438,7.72158,14100,0,,,,,,137,,
358661,"Andromeda's Edge",2024,186,7.38318,8.26519,5824,0,,,,,,104,,
34635,"Stone Age",2008,187,7.38075,7.51167,55681,0,,,,35,,166,,
328871,"Terraforming Mars: Ares Expedition",2021,188,7.37551,7.63917,20904,0,,,,,,150,,
148949,Istanbul,2014,189,7.37419,7.53675,33550,0,,,,32,,152,,
294484,"Unmatched: Cobble & Fog",2020,190,7.37332,7.92735,9512,0,,,,,,138,,
308765,"Praga Caput Regni",2020,191,7.37268,7.83903,10416,0,,,,,,132,,
281259,"The Isle of Cats",2019,192,7.37158,7.6179,25042,0,,,,31,,159,,
400602,Civolution,2024,193,7.36857,8.19444,5617,0,,,,,,108,,
146652,"Legendary Encounters: An Alien Deck Building Game",2014,194,7.36846,7.75431,13696,0,,,,,,,43,
82222,"Xia: Legends of a Drift System",2014,195,7.36833,7.85741,11057,0,,,,,,139,39,
296151,"Viscounts of the West Kingdom",2020,196,7.36822,7.79929,11415,0,,,,,,135,,
271896,"Star Wars: Outer Rim",2019,197,7.36756,7.74838,14994,0,,,,,,,47,
127023,Kemet,2012,198,7.36558,7.6265,20016,0,,,,,,148,,
2511,"Sherlock Holmes Consulting Detective: The Thames Murders & Other Cases",1981,199,7.36476,7.60542,22716,0,,,,,,,54,
54043,Jaipur,2009,200,7.36293,7.48135,57722,0,,,,39,,,,
103885,"Star Wars: X-Wing Miniatures Game",2012,201,7.36291,7.62594,25496,0,,12,,,,,,62
265188,"Glen More II: Chronicles",2019,202,7.3629,7.85986,9435,0,,,,,,130,,
364011,"Great Western Trail: Argentina",2022,203,7.36232,8.2194,5357,0,,,,,,106,,
244522,"That's Pretty Clever!",2018,204,7.3622,7.55213,27737,0,,,,33,,,,
283948,"Marco Polo II: In the Service of the Khan",2019,205,7.36165,7.92344,8288,0,,,,,,124,,
233398,"Endeavor: Age of Sail",2018,206,7.3611,7.84449,10312,0,,,,,,134,,
316377,"7 Wonders (Second Edition)",2020,207,7.35706,7.82789,11660,0,,,,27,,160,,
329082,Radlands,2021,208,7.35672,7.74636,14010,0,,,,,,153,,
350184,Earth,2023,209,7.35583,7.62117,20859,0,,,,,,158,,
233867,"Welcome To...",2018,210,7.3522,7.50856,34562,0,,,,38,,,,
283355,Dune,2019,211,7.35155,7.91751,10638,0,,,,,,149,50,
339789,"Welcome to the Moon",2021,212,7.3498,7.85741,9292,0,,,,26,,,46,
188920,"This War of Mine: The Board Game",2017,213,7.33945,7.76035,14478,0,,,,,,,52,
43111,"Chaos in the Old World",2009,214,7.33769,7.65843,16129,0,,,,,,156,51,
332686,"John Company: Second Edition",2022,215,7.33745,8.2473,5338,0,,,,,,121,35,
314491,Meadow,2021,216,7.33649,7.70491,13632,0,,,,30,,155,,
9609,"War of the Ring",2004,217,7.33449,7.78154,10958,0,,,,,,,42,21
10630,"Memoir '44",2004,218,7.33208,7.53245,31798,0,,,,,,,,68
227224,"The Red Cathedral",2020,219,7.33078,7.66462,15389,0,,,,,,163,,
118,"Modern Art",1992,220,7.32889,7.52292,25217,0,,,,,,167,,
374173,"Star Wars: The Deckbuilding Game",2023,221,7.32621,7.81438,10572,0,,,,,,154,,
420033,Vantage,2025,222,7.32563,8.25443,5979,0,,,,,,,45,
199561,Sagrada,2017,223,7.32515,7.4695,47358,0,10,,,44,,,,
242302,"Space Base",2018,224,7.32259,7.54126,23191,0,,,,41,,,,
104162,"Descent: Journeys in the Dark (Second Edition)",2012,225,7.31863,7.60254,25976,0,,,,,,,61,
256680,"Return to Dark Tower",2022,226,7.31796,8.20583,5815,0,,,,,,,34,
342070,"Thunder Road: Vendetta",2023,227,7.316,7.91139,7744,0,,,,,,,44,
39463,"Cosmic Encounter",2008,228,7.31494,7.50821,34780,0,,,,,,202,78,
25021,"Sekigahara: The Unification of Japan",2011,229,7.31433,7.99056,6609,0,,,,,,,,9
155426,"Castles of Mad King Ludwig",2014,230,7.30974,7.5002,27705,0,,,,,,179,,
299659,"Clash of Cultures: Monumental Edition",2021,231,7.30882,8.26821,4981,0,,,,,,125,,
300531,Paleo,2020,232,7.30835,7.65246,15834,0,,,,,,180,59,
128882,"The Resistance: Avalon",2012,233,7.3038,7.49365,36410,0,,,,,15,,,
188,Go,-2200,234,7.30305,7.65748,18297,0,15,,,,,,,
103343,"A Game of Thrones: The Board Game (Second Edition)",2011,235,7.30288,7.52864,36826,0,,,,,,204,,
31627,"Ticket to Ride: Nordic Countries",2007,236,7.29934,7.62193,15069,0,,,,40,,,,
287954,"Azul: Summer Pavilion",2019,237,7.29895,7.57003,19181,0,7,,,42,,,,
416851,"Castle Combo",2024,238,7.29888,7.67179,13151,0,,,,37,,,,
822,Carcassonne,2000,239,7.29846,7.41614,138926,0,,,,56,,,,
17133,"Railways of the World",2005,240,7.29724,7.66319,12577,0,,,,,,161,,
282524,Horrified,2019,241,7.29711,7.59418,19758,0,,,,46,,,65,
148228,Splendor,2014,242,7.2928,7.42003,89502,0,,,,55,,,,
70149,"Ora et Labora",2011,243,7.28878,7.67441,11561,0,,,,,,157,,
171131,"Captain Sonar",2016,244,7.28739,7.49977,23612,0,,,,,11,,68,
356080,"The Elder Scrolls: Betrayal of the Second Era",2025,245,7.28555,8.92175,3286,0,,,,,,,23,
104006,Village,2011,246,7.28468,7.4856,24379,0,,,,,,186,,
123260,Suburbia,2012,247,7.27956,7.45688,26430,0,,,,,,194,,
14105,"Commands & Colors: Ancients",2006,248,7.27712,7.77905,9102,0,,,,,,,,22
215,Tichu,1991,249,7.2767,7.57566,16772,0,,,,,,183,,
269207,"The Taverns of Tiefenthal",2019,250,7.27628,7.57388,16934,0,,,,,,190,,
150376,"Dead of Winter: A Crossroads Game",2014,251,7.27231,7.44,48735,0,,,,,,,85,
285967,"Ankh: Gods of Egypt",2021,252,7.2714,7.73148,11497,0,,,,,,173,,
241451,"Aeon's End: Legacy",2019,253,7.26853,8.03334,5850,0,,,,,,147,,
293014,Nidavellir,2020,254,7.26579,7.55406,16019,0,,,,45,,185,,
9209,"Ticket to Ride",2004,255,7.26281,7.38616,97829,0,,,,61,,,,
7854,YINSH,2003,256,7.26158,7.70416,9920,0,3,,,,,,,
165722,KLASK,2014,257,7.26114,7.62501,12190,0,,,,43,8,,,
385761,Faraway,2023,258,7.25949,7.54414,17389,0,,,,48,,,,
367220,"Sea Salt & Paper",2022,259,7.25586,7.50591,21681,0,,,,53,,,,
182631,"Star Realms: Colony Wars",2015,260,7.25523,7.78055,8784,0,,,,,,178,,
245638,Coimbra,2018,261,7.25433,7.599,12903,0,,,,,,176,,
91,"Paths of Glory",1999,262,7.25343,8.06877,5661,0,,,,,,,,3
306735,"Under Falling Skies",2020,263,7.25256,7.60157,13817,0,,,,,,199,,
188834,"Secret Hitler",2016,264,7.25245,7.48884,34243,0,,,,,22,,,
283155,Calico,2020,265,7.24871,7.48638,23247,0,12,,,54,,,,
260605,"Camel Up (Second Edition)",2018,266,7.24854,7.54166,17558,0,,,,50,10,,,
295486,"My City",2020,267,7.24663,7.57991,13269,0,,,,47,,196,,
54998,Cyclades,2009,268,7.24458,7.49114,22733,0,,,,,,212,,
126042,Nations,2013,269,7.24408,7.59136,12635,0,,,,,,181,,
223040,"Fantasy Realms",2017,270,7.24268,7.5044,18180,0,,,,52,,,,
329839,"So Clover!",2021,271,7.23965,7.59347,11864,0,,,,,7,,,
224037,"Codenames: Duet",2017,272,7.2354,7.41007,26394,0,,,,57,9,,,
146886,"La Granja",2014,273,7.23327,7.59087,11903,0,,,,,,189,,
367150,"Dune: War for Arrakis",2024,274,7.23298,8.48437,3881,0,,,,,,,33,6
195421,"Near and Far",2017,275,7.23164,7.64111,11133,0,,,,,,,60,
232832,"Century: Golem Edition",2017,276,7.23058,7.57795,14038,0,,,,51,,219,,
21050,"Combat Commander: Europe",2006,277,7.22994,7.95391,6118,0,,,,,,,,11
221194,"Dinosaur Island",2017,278,7.22903,7.5302,17140,0,,,,,,214,,
295895,Distilled,2023,279,7.22726,7.75947,8689,0,,,,,,188,,
129437,"Legendary: A Marvel Deck Building Game",2012,280,7.2257,7.5188,23324,0,,,,,,,83,
158600,Hanamikoji,2013,281,7.22318,7.45212,21199,0,,,,59,,,,
3,Samurai,1998,282,7.22257,7.48313,17098,0,,,,,,209,,
232405,"Western Legends",2018,283,7.21917,7.60254,12914,0,,,,,,,67,
192291,"Sushi Go Party!",2016,284,7.21841,7.37411,39863,0,,,,68,,,,
156129,"Deception: Murder in Hong Kong",2014,285,7.21761,7.42218,25050,0,,,,,16,,,
176189,"Zombicide: Black Plague",2015,286,7.2176,7.60136,17321,0,,,,,,,79,
318977,"MicroMacro: Crime City",2020,287,7.21703,7.45185,19520,0,,,,60,,,,
351913,Tiletum,2022,288,7.21664,7.86172,6761,0,,,,,,168,,
199478,"Flamme Rouge",2016,289,7.21647,7.47806,19721,0,,,,62,,,,
400366,"Wondrous Creatures",2024,290,7.21426,8.0763,4985,0,,,,,,165,,
176494,"Isle of Skye: From Chieftain to King",2015,291,7.21378,7.3888,27128,0,,,,64,,228,,
274637,"Unmatched: Battle of Legends, Volume One",2019,292,7.21363,7.68339,10868,0,,,,,,220,,
19857,"Glory to Rome",2005,293,7.21271,7.49358,14848,0,,,,,,207,,
286096,Tapestry,2019,294,7.20825,7.43913,22775,0,,,,,,233,,
169426,"Roll Player",2016,295,7.20675,7.41995,22425,0,,,,,,232,,
224783,Vindication,2018,296,7.2065,7.76531,8244,0,,,,,,192,,
150145,"Skull King",2013,297,7.20627,7.52886,15238,0,,,,58,,,,
311193,"Anno 1800: The Board Game",2020,298,7.20498,7.69649,8863,0,,,,,,193,,
300322,Hallertau,2020,299,7.20432,7.82447,6881,0,,,,,,175,,
555,"The Princes of Florence",2000,300,7.20414,7.49372,16025,0,,,,,,213,,
284189,"Foundations of Rome",2022,301,7.20404,8.03899,5153,0,,,,,,171,,
156546,Monikers,2015,302,7.20204,7.7614,7670,0,,,,,4,,,
198994,"Hero Realms",2016,303,7.19806,7.49593,19784,0,,,,,,249,,
323612,Bitoku,2021,304,7.19801,7.77991,7829,0,,,,,,197,,
270633,"Aeon's End: The New Age",2019,305,7.19701,8.48868,3363,0,,,,,,151,,
228341,"Pulsar 2849",2017,306,7.19551,7.63963,9725,0,,,,,,200,,
297562,"Kemet: Blood and Sand",2021,307,7.19278,7.90721,6108,0,,,,,,182,,
194655,Santorini,2016,308,7.19234,7.33319,41978,0,16,,,,,,,
9216,Goa,2004,309,7.19215,7.55266,11753,0,,,,,,205,,
421,"1830: Railways & Robber Barons",1986,310,7.1891,7.86778,5972,0,,,,,,172,,
109276,"Kanban: Driver's Edition",2014,311,7.1877,7.78143,7104,0,,,,,,184,,
20551,Shogun,2006,312,7.18704,7.50535,14615,0,,,,,,227,,
31481,"Galaxy Trucker",2007,313,7.18514,7.32374,35664,0,,,,,,,101,
230253,"Star Realms: Frontiers",2018,314,7.18258,7.91073,6158,0,,,,,,208,,
400314,Apiary,2023,315,7.1821,7.67606,8968,0,,,,,,211,,
329500,"Unconscious Mind",2024,316,7.18165,7.89434,6320,0,,,,,,195,,
128621,Viticulture,2013,317,7.18119,7.47338,15445,0,,,,,,231,,
277085,"Love Letter",2019,318,7.18082,7.50459,15381,0,,,,70,19,,,
244271,"Dice Throne: Season Two – Battle Chest",2018,319,7.17895,8.04177,5452,0,,,,49,,,,
356123,"Turing Machine",2022,320,7.17811,7.61291,10301,0,,,,,,237,,
284653,"Mind MGMT: The Psychic Espionage “Game.”",2021,321,7.1776,7.79131,7134,0,,,,,,201,,
331106,"The Witcher: Old World",2023,322,7.17179,7.89731,8783,0,,,,,,,74,
127060,"Bora Bora",2013,323,7.17167,7.55929,10678,0,,,,,,216,,
760,"Battle Line",2000,324,7.1709,7.41333,18241,0,,,,,,247,,
204583,Kingdomino,2016,325,7.17069,7.28923,52692,0,,,,78,,,,
140620,"Lewis & Clark: The Expedition",2013,326,7.17054,7.43271,16507,0,,,,,,238,,
27708,"1960: The Making of the President",2007,327,7.17049,7.61643,9512,0,,,,,,217,,
349067,"The Lord of the Rings: The Card Game – Revised Core Set",2022,328,7.17039,8.44191,3668,0,,5,,,,,,
370591,"Dorfromantik: The Board Game",2022,329,7.16918,7.59974,10850,0,,,,65,,,,
291572,Oath,2021,330,7.16856,7.72006,9349,0,,,,,,234,93,
19777,Indonesia,2005,331,7.16822,7.91542,5166,0,,,,,,170,,
298047,"Marvel United",2020,332,7.16811,7.54093,13147,0,,,,69,,,,
2655,Hive,2001,333,7.16799,7.31734,40177,0,19,,,,,,,
206718,Ethnos,2017,334,7.16701,7.45791,14689,0,,,,,,240,,
305096,"Endless Winter: Paleoamericans",2022,335,7.16513,7.62965,9910,0,,,,,,225,,
223321,"Detective: A Modern Crime Board Game",2018,336,7.16371,7.60824,11413,0,,,,,,,72,
